# JAOS comparison, tier T0, minimum of 2 runs
# machine: Linux x86_64 AMD Ryzen 5 9600X 6-Core Processor UNDER-WSL-DEVELOPMENT-NUMBER
# tree: ccad702 WITH UNCOMMITTED CHANGES
# instance solver status objective iters solve_s process_s
25fv47	jaos	optimal/ok	5501.8458882867499	9459	0.489841	0.509897
25fv47	highs	Optimal/ok	5.5018458883e+03	3149	0.09	0.137302
25fv47	soplex	optimal/ok	5.50184589e+03	6133	0.17	0.222528
80bau3b	jaos	optimal/ok	987224.19240909035	3836	0.217406	0.245290
80bau3b	highs	Optimal/ok	9.8722419241e+05	3686	0.06	0.124643
80bau3b	soplex	optimal/ok	9.87224192e+05	6787	0.23	0.288443
adlittle	jaos	optimal/ok	225494.96316238024	76	0.000444	0.003240
adlittle	highs	Optimal/ok	2.2549496316e+05	74	0.00	0.033855
adlittle	soplex	optimal/ok	2.25494963e+05	92	0.00	0.024760
afiro	jaos	optimal/ok	-464.75314285714285	30	0.000058	0.002971
afiro	highs	Optimal/ok	-4.6475314286e+02	22	0.00	0.031402
afiro	soplex	optimal/ok	-4.64753143e+02	16	0.00	0.019938
agg	jaos	optimal/ok	-35991767.286576502	196	0.003008	0.007870
agg	highs	Optimal/ok	-3.5991767287e+07	206	0.00	0.039400
agg	soplex	optimal/ok	-3.59917673e+07	116	0.00	0.024850
agg2	jaos	optimal/ok	-20239252.355977118	316	0.005060	0.011451
agg2	highs	Optimal/ok	-2.0239252356e+07	221	0.00	0.040555
agg2	soplex	optimal/ok	-2.02392524e+07	158	0.00	0.026378
agg3	jaos	optimal/ok	10312115.935089212	317	0.005340	0.011150
agg3	highs	Optimal/ok	1.0312115935e+07	225	0.00	0.030973
agg3	soplex	optimal/ok	1.03121159e+07	156	0.00	0.022674
bandm	jaos	optimal/ok	-158.62801845012086	520	0.008835	0.013782
bandm	highs	Optimal/ok	-1.5862801845e+02	536	0.01	0.035161
bandm	soplex	optimal/ok	-1.58628018e+02	738	0.00	0.034086
beaconfd	jaos	optimal/ok	33592.485807199992	99	0.000497	0.005276
beaconfd	highs	Optimal/ok	3.3592485807e+04	101	0.00	0.027139
beaconfd	soplex	optimal/ok	3.35924858e+04	150	0.00	0.024482
blend	jaos	optimal/ok	-30.812149845828237	96	0.000440	0.003801
blend	highs	Optimal/ok	-3.0812149846e+01	109	0.00	0.031794
blend	soplex	optimal/ok	-3.08121498e+01	85	0.00	0.023751
bnl1	jaos	optimal/ok	1977.6295615228883	856	0.021677	0.032959
bnl1	highs	Optimal/ok	1.9776295615e+03	929	0.01	0.050399
bnl1	soplex	optimal/ok	1.97762956e+03	1125	0.01	0.046549
bnl2	jaos	optimal/ok	1811.2365403585479	1904	0.092207	0.107616
bnl2	highs	Optimal/ok	1.8112365404e+03	1737	0.04	0.082002
bnl2	soplex	optimal/ok	1.81123654e+03	2915	0.07	0.107091
boeing1	jaos	optimal/ok	-335.21356750712641	447	0.006981	0.012139
boeing1	highs	Optimal/ok	-3.3521356751e+02	462	0.01	0.042450
boeing1	soplex	optimal/ok	-3.35213568e+02	495	0.00	0.029313
boeing2	jaos	optimal/ok	-315.01872801520284	108	0.000760	0.004729
boeing2	highs	Optimal/ok	-3.1501872802e+02	123	0.00	0.035775
boeing2	soplex	optimal/ok	-3.15018728e+02	162	0.00	0.025266
bore3d	jaos	optimal/ok	1373.0803942084929	197	0.001820	0.005874
bore3d	highs	Optimal/ok	1.3730803942e+03	202	0.00	0.033480
bore3d	soplex	optimal/ok	1.37308039e+03	182	0.00	0.024323
brandy	jaos	optimal/ok	1518.5098964881283	280	0.003417	0.008029
brandy	highs	Optimal/ok	1.5185098965e+03	304	0.00	0.035955
brandy	soplex	optimal/ok	1.51850990e+03	454	0.00	0.028876
capri	jaos	optimal/ok	2690.0129137681606	338	0.002693	0.006855
capri	highs	Optimal/ok	2.6900129138e+03	298	0.00	0.035451
capri	soplex	optimal/ok	2.69001291e+03	400	0.00	0.029875
cycle	jaos	optimal/ok	-5.2263930248941008	1829	0.090065	0.106731
cycle	highs	Optimal/ok	-5.2263930249e+00	2451	0.07	0.123517
cycle	soplex	optimal/ok	-5.22639302e+00	1290	0.02	0.056153
czprob	jaos	optimal/ok	2185196.6988565782	1521	0.040468	0.052008
czprob	highs	Optimal/ok	2.1851966989e+06	1538	0.03	0.066894
