# JAOS comparison, tier T1, minimum of 2 runs
# machine: Linux x86_64 AMD Ryzen 5 9600X 6-Core Processor UNDER-WSL-DEVELOPMENT-NUMBER
# tree: e467810 WITH UNCOMMITTED CHANGES
# instance solver status objective iters solve_s process_s
25fv47	jaos	optimal/ok	5501.8458882867499	9459	0.490256	0.770859
25fv47	highs	Optimal/ok	5.5018458883e+03	3149	0.08	0.124074
25fv47	soplex	optimal/ok	5.50184589e+03	6133	0.17	0.213215
25fv47	clp	Optimal/ok	5501.845888	3007	0.082	0.120548
80bau3b	jaos	optimal/ok	987224.19240909035	3836	0.208231	0.233013
80bau3b	highs	Optimal/ok	9.8722419241e+05	3686	0.05	0.116651
80bau3b	soplex	optimal/ok	9.87224192e+05	6787	0.23	0.279822
80bau3b	clp	Optimal/ok	987224.1924	3852	0.042	0.112535
adlittle	jaos	optimal/ok	225494.96316238024	76	0.000339	0.003556
adlittle	highs	Optimal/ok	2.2549496316e+05	74	0.00	0.031990
adlittle	soplex	optimal/ok	2.25494963e+05	92	0.00	0.023766
adlittle	clp	Optimal/ok	225494.9632	80	0.002	0.026134
afiro	jaos	optimal/ok	-464.75314285714285	30	0.000057	0.002951
afiro	highs	Optimal/ok	-4.6475314286e+02	22	0.00	0.032063
afiro	soplex	optimal/ok	-4.64753143e+02	16	0.00	0.022295
afiro	clp	Optimal/ok	-464.7531429	24	0.002	0.028290
agg	jaos	optimal/ok	-35991767.286576502	196	0.003010	0.007775
agg	highs	Optimal/ok	-3.5991767287e+07	206	0.00	0.038812
agg	soplex	optimal/ok	-3.59917673e+07	116	0.00	0.025197
agg	clp	Optimal/ok	-35991767.29	189	0.002	0.033379
agg2	jaos	optimal/ok	-20239252.355977118	316	0.005127	0.010959
agg2	highs	Optimal/ok	-2.0239252356e+07	221	0.00	0.037345
agg2	soplex	optimal/ok	-2.02392524e+07	158	0.00	0.025925
agg2	clp	Optimal/ok	-20239252.36	246	0.002	0.037229
agg3	jaos	optimal/ok	10312115.935089212	317	0.005045	0.010814
agg3	highs	Optimal/ok	1.0312115935e+07	225	0.00	0.037724
agg3	soplex	optimal/ok	1.03121159e+07	156	0.00	0.026644
agg3	clp	Optimal/ok	10312115.94	304	0.002	0.036921
bandm	jaos	optimal/ok	-158.62801845012086	520	0.008733	0.013118
bandm	highs	Optimal/ok	-1.5862801845e+02	536	0.01	0.042023
bandm	soplex	optimal/ok	-1.58628018e+02	738	0.00	0.032394
bandm	clp	Optimal/ok	-158.6280185	492	0.002	0.036806
beaconfd	jaos	optimal/ok	33592.485807199992	99	0.000458	0.005295
beaconfd	highs	Optimal/ok	3.3592485807e+04	101	0.00	0.034530
beaconfd	soplex	optimal/ok	3.35924858e+04	150	0.00	0.026110
beaconfd	clp	Optimal/ok	33592.48581	99	0.002	0.032882
blend	jaos	optimal/ok	-30.812149845828237	96	0.000430	0.003677
blend	highs	Optimal/ok	-3.0812149846e+01	109	0.00	0.033382
blend	soplex	optimal/ok	-3.08121498e+01	85	0.00	0.023427
blend	clp	Optimal/ok	-30.81214985	86	0.002	0.030848
bnl1	jaos	optimal/ok	1977.6295615228883	856	0.020756	0.028156
bnl1	highs	Optimal/ok	1.9776295615e+03	929	0.01	0.049192
bnl1	soplex	optimal/ok	1.97762956e+03	1125	0.02	0.044525
bnl1	clp	Optimal/ok	1977.629562	923	0.012	0.049242
bnl2	jaos	optimal/ok	1811.2365403585479	1904	0.092197	0.106878
bnl2	highs	Optimal/ok	1.8112365404e+03	1737	0.04	0.079199
bnl2	soplex	optimal/ok	1.81123654e+03	2915	0.06	0.103115
bnl2	clp	Optimal/ok	1811.23654	1967	0.032	0.084034
boeing1	jaos	optimal/ok	-335.21356750712641	447	0.007074	0.012223
boeing1	highs	Optimal/ok	-3.3521356751e+02	462	0.01	0.038153
boeing1	soplex	optimal/ok	-3.35213568e+02	495	0.00	0.026971
boeing1	clp	Optimal/ok	-335.2135675	370	0.002	0.033849
boeing2	jaos	optimal/ok	-315.01872801520284	108	0.000851	0.004540
boeing2	highs	Optimal/ok	-3.1501872802e+02	123	0.00	0.030889
boeing2	soplex	optimal/ok	-3.15018728e+02	162	0.00	0.023562
boeing2	clp	Optimal/ok	-315.018728	156	0.002	0.028868
bore3d	jaos	optimal/ok	1373.0803942084929	197	0.001972	0.005501
bore3d	highs	Optimal/ok	1.3730803942e+03	202	0.00	0.033969
bore3d	soplex	optimal/ok	1.37308039e+03	182	0.00	0.023509
bore3d	clp	Optimal/ok	1373.080394	185	0.002	0.028785
brandy	jaos	optimal/ok	1518.5098964881283	280	0.003249	0.006506
brandy	highs	Optimal/ok	1.5185098965e+03	304	0.00	0.033182
brandy	soplex	optimal/ok	1.51850990e+03	454	0.00	0.023346
brandy	clp	Optimal/ok	1518.509896	276	0.002	0.031735
capri	jaos	optimal/ok	2690.0129137681606	338	0.002810	0.006881
capri	highs	Optimal/ok	2.6900129138e+03	298	0.00	0.033850
capri	soplex	optimal/ok	2.69001291e+03	400	0.00	0.024711
capri	clp	Optimal/ok	2690.012914	282	0.002	0.025311
cycle	jaos	optimal/ok	-5.2263930248941008	1829	0.089520	0.106084
cycle	highs	Optimal/ok	-5.2263930249e+00	2451	0.07	0.117126
cycle	soplex	optimal/ok	-5.22639302e+00	1290	0.01	0.053922
cycle	clp	Optimal/ok	-5.226393025	1323	0.022	0.074196
czprob	jaos	optimal/ok	2185196.6988565782	1521	0.039664	0.051303
czprob	highs	Optimal/ok	2.1851966989e+06	1538	0.02	0.064374
czprob	soplex	optimal/ok	2.18519670e+06	1927	0.02	0.056328
czprob	clp	Optimal/ok	2185196.699	1481	0.012	0.061535
d2q06c	jaos	optimal/ok	122784.21081418933	7175	0.997737	1.024974
d2q06c	highs	Optimal/ok	1.2278421081e+05	6519	0.43	0.484695
d2q06c	soplex	optimal/ok	1.22784211e+05	12703	1.29	1.326005
d2q06c	clp	Optimal/ok	122784.2108	6639	0.492	0.556023
d6cube	jaos	optimal/ok	315.4916666666669	442	0.035927	0.061892
d6cube	highs	Optimal/ok	3.1549166667e+02	458	0.03	0.092919
d6cube	soplex	optimal/ok	3.15491667e+02	896	0.05	0.093736
d6cube	clp	Optimal/ok	315.4916667	0	0.502,	0.562299
degen2	jaos	optimal/ok	-1435.1779999999999	578	0.012583	0.017864
degen2	highs	Optimal/ok	-1.4351780000e+03	595	0.01	0.042579
degen2	soplex	optimal/ok	-1.43517800e+03	1268	0.02	0.040826
degen2	clp	Optimal/ok	-1435.178	591	0.002	0.040187
degen3	jaos	optimal/ok	-987.29400000000021	2423	0.186784	0.205347
degen3	highs	Optimal/ok	-9.8729400000e+02	2276	0.09	0.139809
degen3	soplex	optimal/ok	-9.87294000e+02	8160	0.35	0.390568
degen3	clp	Optimal/ok	-987.294	2303	0.112	0.162637
dfl001	jaos	optimal/ok	11266396.046671394	24220	11.106970	11.406261
dfl001	highs	Optimal/ok	1.1266396047e+07	21189	5.47	5.544049
dfl001	soplex	optimal/ok	1.12663960e+07	26478	7.46	7.408794
dfl001	clp	Optimal/ok	11266396.05	25787	5.622	5.623636
e226	jaos	optimal/ok	-11.638929066370535	346	0.003996	0.008647
e226	highs	Optimal/ok	-1.1638929066e+01	328	0.00	0.029311
e226	soplex	optimal/ok	-1.16389291e+01	400	0.00	0.028894
e226	clp	Optimal/ok	-11.63892907	319	0.002	0.031117
etamacro	jaos	optimal/ok	-755.71523319920709	708	0.011430	0.016160
etamacro	highs	Optimal/ok	-7.5571523330e+02	532	0.01	0.037029
etamacro	soplex	optimal/ok	-7.55715233e+02	810	0.00	0.031017
etamacro	clp	Optimal/ok	-755.7152333	614	0.012	0.034908
fffff800	jaos	optimal/ok	555679.56481749634	849	0.017591	0.023730
fffff800	highs	Optimal/ok	5.5567956482e+05	963	0.01	0.047015
fffff800	soplex	optimal/ok	5.55679565e+05	1000	0.00	0.037943
fffff800	clp	Optimal/ok	555679.5648	957	0.012	0.040887
finnis	jaos	optimal/ok	172791.0655056356	333	0.003280	0.008051
finnis	highs	Optimal/ok	1.7279106560e+05	354	0.00	0.030632
finnis	soplex	optimal/ok	1.72791066e+05	606	0.00	0.029632
finnis	clp	Optimal/ok	172791.0648	359	0.002	0.031819
fit1d	jaos	optimal/ok	-9146.3780924209277	66	0.001511	0.012332
fit1d	highs	Optimal/ok	-9.1463780924e+03	57	0.00	0.041198
fit1d	soplex	optimal/ok	-9.14637809e+03	131	0.00	0.033664
fit1d	clp	Optimal/ok	-9146.378092	69	0.002	0.037152
fit1p	jaos	optimal/ok	9146.378092420935	805	0.034970	0.044055
fit1p	highs	Optimal/ok	9.1463780924e+03	860	0.02	0.054731
fit1p	soplex	optimal/ok	9.14637809e+03	5269	0.08	0.115739
fit1p	clp	Optimal/ok	9146.378092	855	0.022	0.058043
fit2d	jaos	optimal/ok	-68464.293293832103	131	0.056378	0.135033
fit2d	highs	Optimal/ok	-6.8464293294e+04	148	0.03	0.170290
fit2d	soplex	optimal/ok	-6.84642933e+04	625	0.07	0.161675
fit2d	clp	Optimal/ok	-68464.29329	121	0.022	0.205751
